sub_section	preamble	question	details	field_type	choices	item_pref_label	visibility	item_order	include	mandatory	activity_pref_label	activity_order	unit	BIDS_status	BIDS_key_for_unit		BIDS_key_for_unit	BIDS_file	BIDS_key	Change_log
Selection of channels for analysis	In this section, you will describe channels selected for statistical analysis and the decision-making process behind it. This is a section about selection of the channels that will be subjected to statistical analysis and their grouping into regions of interest for the purposes of statistical analysis, but not the analysis itself.  NOTE: If you notice a bug, or have a suggestion, we'd be grateful if you posted an issue on GitHub: https://github.com/INCF/artem-is/	Was a subset of channels selected for the purposes of statistical analysis?	This question is about which channels were included in statistical analysis, either as individual channels or averaged/aggregated into regions of interest (ROI). You will be asked about potential channel averaging into ROIs later in this section. How to choose option here: For example, if you conducted an analysis such as cluster-based permutation tests on the entire scalp, you should pick "all channels were submitted to analysis", and not describe permutation tests in this section. If you completed cluster-based permutation tests on a subset of channels, you should select the other option, and then describe how this subset of channels was selected in the follow-up questions.	radio	all channels were submitted to statistical analysis | a subset of channels was submitted to statistical analysis	channels_all_vs_subset	1	1	1	1	Channels	7
Selection of channels for analysis		What was the rationale for selecting this exact subset of channels?	When you are making this decision, you may want to check out papers by Kriegskorte et al. (2009, https://doi.org/10.1038/nn.2303) or Gaspelin and Luck (2018, https://doi.org/10.1111/psyp.12639) on biases in time window and channel selection.	radio	a priori | data-driven selection from the entire scalp | data-driven selection of channels from an a priori selected region | selection/identification of channels in two data driven steps (e.g. location of maximal effect within a visually identified broader region) | other	chan_selection	channels_all_vs_subset == 1	2	1	1	Channels	7
Selection of channels for analysis		Select the a priori procedure which was used for channel selection.		radio	The same as in previous literature | based on previous literature, but not exact replication | theory driven novel channel selection | other	chan_selection_a_priori	[0, 2].includes(chan_selection)	3	1	1	Channels	7
Selection of channels for analysis		Literature references, separated by semicolon and space		textarea		chan_selection_a_priori_literature_reference	[0, 1].includes(chan_selection_a_priori)	4	1	1	Channels	7
Selection of channels for analysis		Provide reasons for deviation or explan how the cited channel choices were combined		textarea		chan_selection_a_priori_literature_similar	chan_selection_a_priori == 1	5	1	1	Channels	7
Selection of channels for analysis		Theory behind a-priori novel channel selection (including, e.g., thresholds or references if relevant)		textarea		chan_selection_a_priori_theory	chan_selection_a_priori == 2	6	1	1	Channels	7
Selection of channels for analysis		Describe a-priori channel selection process other than those listed		textarea		chan_selection_a_priori_other	chan_selection_a_priori == 3	7	1	1	Channels	7
Selection of channels for analysis		Number of a priori selected channels		integer		chan_a_priori_number	[0, 2].includes(chan_selection)	8	1	1	Channels	7
Selection of channels for analysis		List of a priori selected channels, separated by a semicolon and a space		textarea		chan_a_priori_list	[0, 2].includes(chan_selection)	9	1	1	Channels	7
Selection of channels for analysis		Select the procedure which was used to identify the initial set of channels which was used to make the final selection of channels in the next step.		radio	visual inspection of waveforms (separate or collapsed conditions) | visual inspection of global field potentials | visual inspection of voltage maps (separate or collapsed conditions) | significant effects on multiple neighbouring channels | N channels arround the largest effect | other	chan_selection_data_driven_broad	chan_selection == 3	10	1	1	Channels	7
Selection of channels for analysis		Which experimental conditions were inspected visually to select channel region?		radio	all conditions separately | all conditions collapsed into one average waveform | other	chan_selection_data_driven_broad_visual	[0,1, 2].includes(chan_selection_data_driven_broad)	11	1	1	Channels	7
Selection of channels for analysis		Describe which conditions or combinations of conditions were used for visual inspection of the channel region for this effect?		textarea		chan_selection_data_driven_broad_visual_details	chan_selection_data_driven_broad_visual == 2	12	1	1	Channels	7
Selection of channels for analysis		What was the criterion for the size of the cluster of neighbouring channels that needed to be significant to be selected for statistical analysis?		textarea		chan_selection_data_driven_broad_neighbours	chan_selection_data_driven_broad == 3	13	1	1	Channels	7
Selection of channels for analysis		How were the channels around the peak effect selected for analysis?		textarea		chan_selection_data_driven_broad_neighbours_maxregion	chan_selection_data_driven_broad == 4	14	1	1	Channels	7
Selection of channels for analysis		Describe method of selection of the initial set of channels used for analysis other than listed.		textarea		chan_selection_data_driven_broad_neighbours_other	chan_selection_data_driven_broad == 5	15	1	1	Channels	7
Selection of channels for analysis		Number of channels selected in this step		float		chan_selection_data_driven_broad_number	chan_selection == 3	16	1	1	Channels	7
Selection of channels for analysis		List of channels selected in this step, separated by a semicolon and a space		float		chan_selection_data_driven_broad_list	chan_selection == 3	17	1	1	Channels	7
Selection of channels for analysis		Select the procedure which was used to identify the set of channels which was submitted to statistical analysis.		radio	visual inspection of waveforms (separate or collapsed conditions) | visual inspection of global field potentials | visual inspection of voltage maps (separate or collapsed conditions) | significant effects on multiple neighbouring channels | N channels arround the largest effect | other	chan_selection_data_driven_final	[1, 2, 3].includes(chan_selection)	18	1	1	Channels	7
Selection of channels for analysis		Which  experimental conditions were inspected visually to select the final list of channels for this effect?		radio	all conditions separately | all conditions collapsed into one average waveform | other	chan_selection_data_driven_final_visual	[0,1, 2].includes(chan_selection_data_driven_final)	19	1	1	Channels	7
Selection of channels for analysis		Describe which conditions or combinations of conditions were used for visual inspection of the channel region for this effect?		textarea		chan_selection_data_driven_final_visual_details	chan_selection_data_driven_final_visual == 2	20	1	1	Channels	7
Selection of channels for analysis		What was the criterion for the size of the cluster of neighbouring channels that needed to be significant to be selected for statistical analysis?		textarea		chan_selection_data_driven_final_neighbours	chan_selection_data_driven_final == 3	21	1	1	Channels	7
