activity_pref_label				item	item_pref_label	include	item_order	mandatory	visibility	question	details	field_type	choices
processing	Workflow			workflow	workflow	1				Does the paper report the exact order in which preprocessing steps took place?	Indicate in detail the exact order in which preprocessing steps took place
processing	Software	Which software and version was/were used for preprocessing and processing,		which_software_and_version_was/were_used_for_preprocessing_and_processing,	which_software_and_version_was/were_used_for_preprocessing_and_processing,	1				Does the paper report which software and what version was used for preprocessing and processing?
processing	Software	Which analysis platform was used		which_analysis_platform_was_used	which_analysis_platform_was_used	1				Does the paper specify the analysis platform used?
processing	Software	In house code, shared/public?		in_house_code,_shared/public?	in_house_code,_shared/public?	1				Does the paper report whether the code used was 'in house code', shared/public?
processing	Generic pre-processing	Downsampling of the data		downsampling_of_the_data	downsampling_of_the_data	1				Does the paper specify the method used for downsampling?
processing	Generic pre-processing	If electrodes/sensors were removed, which identification method was used		if_electrodes/sensors_were_removed,_which_identification_method_was_used	if_electrodes/sensors_were_removed,_which_identification_method_was_used	1				Does the paper specify whether electrodes/sensors were removed, and which identification method was used?
processing	Generic pre-processing	If electrodes/sensors were removed, which ones were deleted		if_electrodes/sensors_were_removed,_which_ones_were_deleted	if_electrodes/sensors_were_removed,_which_ones_were_deleted	1				Does the paper specify which electrodes/sensors were removed?
processing	Generic pre-processing	if channel interpolation is performed indicate which method		if_channel_interpolation_is_performed_indicate_which_method	if_channel_interpolation_is_performed_indicate_which_method	1				Does the paper specify if channel interpolation was performed (and which method was used)?
processing	Generic pre-processing	Specify detrending method (typically polynomial order) for baseline correction		specify_detrending_method_(typically_polynomial_order)_for_baseline_correction	specify_detrending_method_(typically_polynomial_order)_for_baseline_correction	1				Does the paper specify the detrending method (typically polynomial order) for baseline correction?
processing	Generic pre-processing	Specify noise normalization method (typically used in multivariate analyses)		specify_noise_normalization_method_(typically_used_in_multivariate_analyses)	specify_noise_normalization_method_(typically_used_in_multivariate_analyses)	1				Does the paper specify the noise normalization method (typically used in multivariate analyses)?
processing	Generic pre-processing	If data segmentation is performed, indicate the number of epochs per subject per condition		if_data_segmentation_is_performed,_indicate_the_number_of_epochs_per_subject_per_condition	if_data_segmentation_is_performed,_indicate_the_number_of_epochs_per_subject_per_condition	1				Does the paper indicate the number of epochs per subject per condition (if data segmentation is performed?
processing	Generic pre-processing	Indicate the spectral decomposition algorithm and parameters		indicate_the_spectral_decomposition_algorithm_and_parameters	indicate_the_spectral_decomposition_algorithm_and_parameters	1				Does the paper specify the spectral decomposition algorithm and parameters used?
processing	Generic pre-processing	Indicate if spectral decomposition was applied before or after segmentation		indicate_if_spectral_decomposition_was_applied_before_or_after_segmentation	indicate_if_spectral_decomposition_was_applied_before_or_after_segmentation	1				Does the paper specify whether spectral decomposition was applied before or after segmentation?
processing	Detection/rejection/correction of artifacts	Indicate what types of artifact present in the data		indicate_what_types_of_artifact_present_in_the_data	indicate_what_types_of_artifact_present_in_the_data	1				Does the paper specify what types of artifact were present in the data?
processing	Detection/rejection/correction of artifacts	For automatic artifact detection, describe algorithms used and their respective parameters (e.g., amplitude thresholds)		for_automatic_artifact_detection,_describe_algorithms_used_and_their_respective_parameters_(e.g.,_amplitude_thresholds)	for_automatic_artifact_detection,_describe_algorithms_used_and_their_respective_parameters_(e.g.,_amplitude_thresholds)	1				(For automatic artifact detection) Does the paper describe the algorithms used and their respective parameters (e.g., amplitude thresholds)?
processing	Detection/rejection/correction of artifacts	For manual detection, indicate the criteria used with as much detail as needed for reproducibility		for_manual_detection,_indicate_the_criteria_used_with_as_much_detail_as_needed_for_reproducibility	for_manual_detection,_indicate_the_criteria_used_with_as_much_detail_as_needed_for_reproducibility	1				(For manual artifact detection) Does the paper describe the criteria used (in sufficient detail to reproduce it)?
processing	Detection/rejection/correction of artifacts	Indicate if trials with artifacts were rejected or corrected. If using correction, indicate method(s) and parameters		indicate_if_trials_with_artifacts_were_rejected_or_corrected._if_using_correction,_indicate_method(s)_and_parameters	indicate_if_trials_with_artifacts_were_rejected_or_corrected._if_using_correction,_indicate_method(s)_and_parameters	1				Does the study indicate whether trials with artifacts were rejected or corrected (and, if using correction, did the study specify the method(s) and parameters used?)
